run_id,run_name,sweep_id,state,created_at,config_gpt_model,config_world_size,config_lr_schedule.name,config_lr_schedule.warm_up_fraction,config_training_data,config_hydra.job.name,config_logging_params.wandb,config_logging_params.log_step,config_logging_params.val_step,config_logging_params.keep_last,config_logging_params.svd_log_step,config_logging_params.load_ckpt_step,config_logging_params.save_ckpt_step,config_logging_params.save_checkpoint,config_logging_params.val_tokens_processed,config_optimizer_params.args,config_optimizer_params.name,config_optimizer_params.args.lr,config_logging_params.wandb.tags,config_logging_params.wandb.project,config_optimizer_params.args.weight_decay,config_training_data.training_params.num_epochs,config_training_data.training_params.tokens_processed,config_seed,config_logging_params.diag_log_step,config_optimizer_params.args.ns_steps,config_optimizer_params.args.adamw_betas,config_optimizer_params.args.polar_method,config_optimizer_params.args.polar_safety,config_optimizer_params.args.polar_cushion,config_optimizer_params.args.polar_num_iters,config_ckpt_glob,config_optimizer_params.args.betas,config_training_data.training_params.batch_size,config_optimizer_params.args.muon_mode,config_optimizer_params.args.split_heads,config_logging_params.timing_only,config_optimizer_params.args.muon_variant
b4zd3vlh,scarlet-sweep-17,67g7mm51,finished,2025-12-01T22:33:12Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.006, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.006,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
qw0ua54w,youthful-sweep-18,67g7mm51,finished,2025-12-01T23:38:36Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.006, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.006,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
8sckxckf,lucky-sweep-22,67g7mm51,finished,2025-12-02T04:00:07Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.008, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.008,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
575gc4wr,driven-sweep-26,67g7mm51,finished,2025-12-02T08:21:17Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.009, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.009,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
ywixxrpl,zesty-sweep-19,67g7mm51,finished,2025-12-02T00:43:59Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.007, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.007,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
bj486vqg,rosy-sweep-20,88vr9lps,finished,2025-12-02T01:59:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.007, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.007,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
mm07br8h,flowing-sweep-24,88vr9lps,finished,2025-12-02T06:23:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.008, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.008,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
bswt7ss7,northern-sweep-16,67g7mm51,finished,2025-12-01T21:27:48Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.006, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.006,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
7dgolbz9,fine-sweep-25,88vr9lps,finished,2025-12-02T07:29:55Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.009, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.009,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
6293j2mz,feasible-sweep-23,67g7mm51,finished,2025-12-02T05:05:26Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.008, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.008,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
fkvgt1wj,hopeful-sweep-24,67g7mm51,finished,2025-12-02T06:10:45Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.008, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.008,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
4r4vxm3c,proud-sweep-22,88vr9lps,finished,2025-12-02T04:11:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.008, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.008,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
c0394ugf,rose-sweep-19,88vr9lps,finished,2025-12-02T00:53:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.007, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.007,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
nhynr5i4,valiant-sweep-23,88vr9lps,finished,2025-12-02T05:17:54Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.008, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.008,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
0mxcih67,mild-sweep-25,67g7mm51,finished,2025-12-02T07:16:00Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.009, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.009,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
d43o39mf,polished-sweep-20,67g7mm51,finished,2025-12-02T01:49:18Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.007, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.007,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
0yce6zct,morning-sweep-28,88vr9lps,finished,2025-12-02T09:01:36Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,42.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
5pszq9zg,gentle-sweep-27,88vr9lps,finished,2025-12-02T09:01:25Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.009, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.009,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
jnik0sud,happy-sweep-21,67g7mm51,finished,2025-12-02T02:54:43Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.007, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.007,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
06mayhqy,exalted-sweep-26,88vr9lps,finished,2025-12-02T08:35:57Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.009, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.009,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
xkeks9wm,whole-sweep-30,88vr9lps,finished,2025-12-02T09:01:57Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
0modu72c,graceful-sweep-29,88vr9lps,finished,2025-12-02T09:01:46Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-ns-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'muonall-mslr-search', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.01, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['phase2', 'muon', 'muonall-mslr-search', 'voffn']",cs182-project-GPT-opt,0.01,0.3,524288.0,123.0,800.0,5.0,"[0.9, 0.999]",Keller,,,,,,32.0,voh_only,,,
3ukwenl0,honest-sweep-27,67g7mm51,finished,2025-12-02T09:11:06Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.009, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.009,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
6d6y87gn,stellar-sweep-1,xcbgr88c,finished,2025-12-03T22:20:32Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,timing-muon,"{'dir': 'outputs/wandb', 'tags': ['timing', 'muon', 'pe-vs-ns', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,0.0,False,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': None, 'muon_mode': 'stacked_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'muon_variant': None, 'polar_method': 'polarexpress', 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['timing', 'muon', 'pe-vs-ns', 'voffn']",cs182-project-GPT-opt,0.1,1.0,524288.0,42.0,160.0,,"[0.9, 0.999]",,,,,,,32.0,,,True,pe_all
wccuyn8e,swept-sweep-30,67g7mm51,finished,2025-12-02T09:11:22Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,phase2-muon-pe-voffn,"{'dir': 'outputs/wandb', 'tags': ['phase2', 'muon', 'voffn', 'polarexpress'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': 5, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'polar_method': 'polarexpress', 'polar_safety': 1.01, 'weight_decay': 0.01, 'polar_cushion': 0.024, 'polar_num_iters': [5]}",muon,0.01,"['phase2', 'muon', 'voffn', 'polarexpress']",cs182-project-GPT-opt,0.01,0.3,524288.0,456.0,800.0,5.0,"[0.9, 0.999]",polarexpress,1.01,0.024,[5],,,32.0,voh_only,,,
2zwhfi7u,peachy-sweep-4,manual_runs,finished,2025-12-03T13:10:08Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,timing,"{'dir': 'outputs/wandb', 'tags': ['timing', 'muon', 'pe-vs-ns', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,0.0,False,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': None, 'muon_mode': 'voh_only', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'muon_variant': None, 'polar_method': 'polarexpress', 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['timing', 'muon', 'pe-vs-ns', 'voffn']",cs182-project-GPT-opt,0.1,1.0,524288.0,42.0,160.0,,"[0.9, 0.999]",,,,,,,32.0,,,True,pe_voffn
nwsmiolx,playful-sweep-1,manual_runs,finished,2025-12-03T04:47:21Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,timing,"{'dir': 'outputs/wandb', 'tags': ['timing', 'muon', 'pe-vs-ns', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,0.0,False,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': None, 'muon_mode': 'stacked_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'muon_variant': None, 'polar_method': 'polarexpress', 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['timing', 'muon', 'pe-vs-ns', 'voffn']",cs182-project-GPT-opt,0.1,1.0,524288.0,42.0,160.0,,"[0.9, 0.999]",,,,,,,32.0,,,True,pe_all
urf8ua14,worthy-sweep-3,vqkcitxv,finished,2025-12-04T05:29:16Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,reproduce-paper-muon,"{'dir': 'outputs/wandb', 'tags': ['reproduce', 'muon', 'paper', 'pe-vs-ns', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': None, 'muon_mode': 'stacked_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'muon_variant': None, 'polar_method': 'polarexpress', 'polar_safety': None, 'weight_decay': 0, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['reproduce', 'muon', 'paper', 'pe-vs-ns', 'voffn']",cs182-project-GPT-opt,0.0,1.0,524288.0,456.0,800.0,,"[0.9, 0.999]",,,,,,,32.0,,,False,pe_all
ix7yl5pm,glowing-sweep-1,manual_runs,finished,2025-12-03T04:51:06Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,reproduce-papyer,"{'dir': 'outputs/wandb', 'tags': ['reproduce', 'muon', 'paper', 'pe-vs-ns', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,3200.0,True,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': None, 'muon_mode': 'stacked_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'muon_variant': None, 'polar_method': 'polarexpress', 'polar_safety': None, 'weight_decay': 0, 'polar_cushion': 0.024, 'polar_num_iters': 5}",muon,0.01,"['reproduce', 'muon', 'paper', 'pe-vs-ns', 'voffn']",cs182-project-GPT-opt,0.0,1.0,524288.0,42.0,800.0,,"[0.9, 0.999]",,,,,,,32.0,,,False,pe_all
0cnool1o,desert-sweep-2,manual_runs,finished,2025-12-03T07:34:40Z,gpt-small,1.0,constant-linear,0.4,fineweb1B,timing,"{'dir': 'outputs/wandb', 'tags': ['timing', 'muon', 'pe-vs-ns', 'voffn'], 'project': 'cs182-project-GPT-opt'}",160.0,3200.0,2.0,800.0,0.0,0.0,False,16384.0,"{'lr': 0.01, 'betas': None, 'ns_steps': None, 'muon_mode': 'stacked_qkv', 'adamw_betas': [0.9, 0.999], 'split_heads': None, 'muon_variant': None, 'polar_method': 'Keller', 'polar_safety': None, 'weight_decay': 0.1, 'polar_cushion': None, 'polar_num_iters': None}",muon,0.01,"['timing', 'muon', 'pe-vs-ns', 'voffn']",cs182-project-GPT-opt,0.1,1.0,524288.0,42.0,160.0,,"[0.9, 0.999]",,,,,,,32.0,,,True,ns_all
